n_iteration,m_valid,m_test,best_epoch,best_valid_loss,best_valid_acc,test_loss,test_acc
28,0,3,234,0.04789807558777593,0.9925,0.03980728926699459,0.9975
29,1,3,286,0.06211765837459665,0.9875,0.08978016234668096,0.96
30,2,3,273,0.7979678528635473,0.8275,0.881178973488645,0.7725
31,4,3,224,0.9364281235490572,0.785,0.06211703280269906,0.98
32,5,3,260,1.7244596836257207,0.67,0.06900489495343128,0.965
33,6,3,262,1.9052923189312623,0.635,0.06123939097632257,0.9775
34,7,3,146,1.6491019295419587,0.645,0.1537155375616137,0.945
35,8,3,269,1.3147244133185403,0.7575,0.06081899638024928,0.98
36,9,3,241,0.9633433000606945,0.815,0.06480495606261227,0.975
37,0,4,275,0.06067037290599303,0.9875,1.1292142232419378,0.75
38,1,4,298,0.041089423643817964,0.985,1.1379388778641955,0.755
39,2,4,257,0.04799270672891739,0.9925,1.1983782304480957,0.7025
40,3,4,276,0.03234173355654093,0.9925,1.2828727913065832,0.7125
41,5,4,262,2.089333690810777,0.6725,1.30234443421188,0.725
42,6,4,293,2.3506830337122353,0.59,1.2074608976653212,0.7575
43,7,4,256,2.0570275352534284,0.655,1.1458758520621748,0.7575
44,8,4,274,1.308358428322452,0.755,1.2431734332255349,0.7575
45,9,4,293,0.9425995666286169,0.8,1.1425873018951789,0.73
46,0,5,283,0.04200254381374152,0.99,1.7869418384380853,0.625
47,1,5,230,0.045878496459918996,0.9925,1.8294106593686497,0.6375
48,2,5,279,0.016702163535871617,0.9975,1.9397589324342235,0.6425
49,3,5,278,0.02741477525582703,0.995,1.64552796526942,0.6675
50,4,5,251,1.1916828652843818,0.76,1.9613017796676877,0.625
51,6,5,184,1.5537679577145618,0.6425,1.6705641871480108,0.6225
52,7,5,279,2.152240598912646,0.665,1.9678218067663908,0.6525
53,8,5,217,1.1800890560790147,0.735,1.7975097452135833,0.6175
54,9,5,254,0.808053650980542,0.8275,1.6303763365271906,0.6625
55,0,6,280,0.024932951176229602,0.99,2.0020618996108257,0.63
56,1,6,273,0.03567946579905805,0.9925,1.689940820089927,0.62
57,2,6,278,0.03820018276035829,0.995,1.8813459441359357,0.625
58,3,6,293,0.020459889696099624,0.9975,1.9095109778753434,0.6
59,4,6,250,1.4176406615807542,0.745,2.1351116041575207,0.5825
60,5,6,268,1.7962493632242058,0.6775,2.1346715466947654,0.585
61,7,6,207,2.053351032950125,0.6525,1.919504985470382,0.61
62,8,6,260,1.258377489198546,0.7675,1.911359220312439,0.6125
63,9,6,192,1.070640454690775,0.7775,1.9015869479000407,0.565
64,0,7,286,0.04217237157661337,0.995,2.0799242445668646,0.6075
65,1,7,289,0.03595072671018058,0.9925,2.141061605335169,0.61
66,2,7,285,0.028093121857027815,0.9925,2.2302384859122237,0.635
67,3,7,274,0.0281170123537213,0.995,2.0962586725367336,0.61
68,4,7,299,1.1951959293303056,0.7875,2.2490028607101937,0.595
69,5,7,206,1.6777132003342385,0.675,2.243296918765418,0.56
70,6,7,143,1.5943199970916884,0.635,1.8230575194660756,0.59
71,8,7,218,1.3479058057058189,0.77,2.036110071318177,0.6225
72,9,7,151,0.7101416745385611,0.815,1.9143421227542676,0.5925
73,0,8,279,0.05818264648190195,0.9875,1.3555232065775777,0.745
74,1,8,267,0.05593769591888846,0.9875,1.1673743907603082,0.7425
75,2,8,262,0.03278651196548919,0.995,1.1466990768666525,0.755
76,3,8,273,0.026632877836890903,0.995,1.2786566282203142,0.7475
77,4,8,224,1.0247314480952099,0.7625,1.5738588938834264,0.6775
78,5,8,166,1.5152611543378334,0.68,1.2265166485548926,0.71
79,6,8,274,1.7886616981935795,0.6575,1.2660346980664416,0.7475
80,7,8,242,2.220187082446313,0.6475,1.2653264992974678,0.72
81,9,8,142,0.8881514654436486,0.7775,1.291872913239838,0.6975
82,0,9,276,0.0354070357820309,0.99,0.8067141049684052,0.84
83,1,9,263,0.05030948947240638,0.985,0.9376822265382738,0.7875
84,2,9,282,0.024555377405138475,0.9925,0.9797014439391717,0.7825
85,3,9,265,0.03367589772539367,0.995,0.9332020369350903,0.795
86,4,9,251,1.1365474176940387,0.7625,0.9123225275604213,0.7875
87,5,9,232,1.4784466225598483,0.68,0.9365625673142292,0.7825
88,6,9,275,1.9059072197156255,0.65,1.14817145472598,0.775
89,7,9,145,1.731996469768847,0.65,0.8381394777153467,0.785
90,8,9,265,1.2811069436089202,0.75,1.1057953039479482,0.7675
